timestamp,how_old_are_you,industry,job_title,additional_context_on_job_title,annual_salary,additional_monetary_comp,currency,income_context,country,us_state,city,years_of_experience_in_field,years_of_experience_overall,highest_level_of_education,gender,race
04/18/2021 03:02:17,55-64,Education (Higher Ed),Postdoctoral Researcher,,$66327,12807,USD,USD equivalent,Canada,,,11 - 20 years,11 - 20 years,PhD,Man,White
04/23/2021,55-64,Nonprofit,Program Coordinator,,"$52,774",628,USD,before tax,United States,New York,,5-7 years,5-7 years,High School,woman,
04/23/2021 08:16:55,45-54,Education (Higher Ed),Academic Advisor,Includes bonus,$95819,,USD,,Ireland,,,11 - 20 years,11 - 20 years,Some college,Woman,"Hispanic, Latino, or Spanish origin"
04/29/2021,25-34,Legal,Associate Attorney,,,,USD,net,United States,,,5-7 years,5-7 years,Master's degree,Man,Black or African American
04/19/2021 04:32:33,55-64,Healthcare,Nurse Practitioner,Entry level position,$149089,N/A,USD,,Canada,,,1 year or less,1 year or less,Master's degree,man,Multiracial
04/19/2021,45-54,Consulting,Associate Consultant,Part-time equivalent,"120,603.00","2,326.00",EUR,,US,Colorado,,11 - 20 years,11 - 20 years,College degree,Female,White
04/26/2021 16:30:15,45-54,Healthcare,Medical Director,Academic salary,"43,030.00",0.00,GBP,,United Kingdom,,,11 - 20 years,11 - 20 years,PhD,woman,White
4/12/2021 5:45:42,45-54,Healthcare,Medical Director,Government pay scale," 30,824 ",,USD,,United states,Colorado,,5-7 years,5-7 years,College degree,Non-binary,"Hispanic, Latino, or Spanish origin"
04/15/2021,25-34,Retail,Store Manager,Contract role,39487,,USD,,United Kingdom,,,8 - 10 years,8 - 10 years,Master's degree,Man,Black or African American
04/25/2021,35-44,Healthcare,Healthcare Administrator,,"118,508",,USD,net,United states,California,Denver,5-7 years,5-7 years,Master's degree,Female,Multiracial
04/16/2021,25-34,Real Estate,Real Estate Agent,Academic salary,,,USD,,United States,Florida,Denver,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",,"Hispanic, Latino, or Spanish origin"
04/24/2021 21:59:21,25-34,Education (Higher Ed),Lecturer,,"74,783","1,324",CAD,,USA,,,8 - 10 years,8 - 10 years,College degree,Man,
04/17/2021 15:28:52,35-44,Accounting,Senior Accountant,," 58,679 ",,AUD,,India,,Portland,8 - 10 years,8 - 10 years,Master's degree,Man,White
4/29/2021 23:25:17,25-34,Healthcare,PA,Academic salary,13500,,CAD,,United States,Oregon,Boston,1 year or less,1 year or less,College degree,Male,Multiracial
04/13/2021 16:06:53,35-44,Engineering (Civil),Civil Engineer,Includes bonus,"81,583.00"," 39,230 ",AUD,,U.S.,Florida,Austin,8 - 10 years,8 - 10 years,Master's degree,Man,White
4/21/2021 8:35:06,25-34,Real Estate,Property Manager,Academic salary,,,USD,,New Zealand,,Portland,8 - 10 years,8 - 10 years,Master's degree,Woman,White
04/25/2021 00:50:26,35-44,Accounting,CPA,,"83,221",,CAD,,USA,Oregon,,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Man,
4/16/2021 3:45:34,18-24,Food & Beverage,Executive Chef,Remote position,,,USD,,,,,21 - 30 years,21 - 30 years,Master's degree,Woman,Asian or Asian American
4/29/2021 7:30:19,25-34,Architecture,Senior Architect,Remote position,111537,,USD ,,US,Illinois,Los Angeles,21 - 30 years,21 - 30 years,Master's degree,woman,"Hispanic, Latino, or Spanish origin"
04/14/2021,under 18,Healthcare,NP,Includes bonus,65941,10034,USD ,,United States,Florida,,5-7 years,5-7 years,Master's degree,Woman,Multiracial
4/17/2021 19:28:10,45-54,HR/People Ops,Talent Acquisition,Remote position,58682,"4,902",USD,,United States,,,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,Black or African American
04/28/2021 21:37:51,25-34,Education (Higher Ed),Assistant Professor,Academic salary,hourly,,USD,gross,New Zealand,,,8 - 10 years,8 - 10 years,College degree,woman,Multiracial
4/21/2021 1:34:14,25-34,Healthcare,Doctor,Part-time equivalent," 234,560 "," 9,519 ",USD,,US,Washington,,2 - 4 years,2 - 4 years,Master's degree,Male,Multiracial
4/19/2021 1:33:08,35-44,Architecture,Urban Planner,," 79,299 ",,USD,,United Kingdom,,Los Angeles,11 - 20 years,11 - 20 years,College degree,Male,
4/19/2021 22:44:46,35-44,Finance,Senior Financial Analyst,Commission based,122883,662,USD,,USA,Oregon,Portland,8 - 10 years,8 - 10 years,High School,Male,Asian or Asian American
04/23/2021 04:19:33,25-34,Hospitality,General Manager,Includes bonus,,,USD,gross,,,Los Angeles,11 - 20 years,11 - 20 years,College degree,man,Multiracial
2021-04-29 20:22,35-44,Government & Public Administration,Government Analyst,Includes bonus,133731,,USD,,United Kingdom,,San Francisco,8 - 10 years,8 - 10 years,Master's degree,Man,"Hispanic, Latino, or Spanish origin"
4/23/2021 9:47:47,35-44,Law,Litigation Attorney,,"288,997",$1203,CAD,,United States,Oregon,,21 - 30 years,21 - 30 years,High School,man,Multiracial
2021-04-14 02:59,45-54,Law,Corporate Attorney,Part-time equivalent,"144,451",,USD,USD equivalent,Australia,,,11 - 20 years,11 - 20 years,College degree,Non-binary,Asian or Asian American
04/29/2021 14:51:25,55-64,Legal,Paralegal,,147365,,CAD,,United States,Massachusetts,Boston,5-7 years,5-7 years,College degree,Woman,Black or African American
04/12/2021 10:56:29,45-54,Law,Public Defender,Part-time equivalent," 92,938 ",,INR,,United States,California,San Francisco,5-7 years,5-7 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin"
04/25/2021 06:17:19,35-44,Accounting,Senior Accountant,Senior level,36103,,USD,,India,,Chicago,5-7 years,5-7 years,Master's degree,Woman,Asian or Asian American
2021-04-21 07:41,35-44,Marketing & Advertising,Social Media Manager,Government pay scale,"91,676.00",871,AUD,gross,India,,New York,8 - 10 years,8 - 10 years,College degree,Non-binary/third gender,Black or African American
04/28/2021 06:31:10,55-64,Healthcare,Physician Assistant,Commission based,"209,143.00"," 2,332 ",EUR,,United States,,,11 - 20 years,11 - 20 years,Some college,Man,Multiracial
04/17/2021,45-54,Education (Higher Ed),Research Scientist,Includes bonus,"46,613",,USD,,India,,,8 - 10 years,8 - 10 years,PhD,Woman,Multiracial
4/26/2021 1:49:08,65 or over,Architecture,Project Architect,Part-time equivalent,55945,"$8,970",USD,before tax,USA,California,,41 years or more,41 years or more,College degree,Woman,"Hispanic, Latino, or Spanish origin"
04/22/2021,18-24,HR/People Ops,Chief People Officer,," 73,949 ",,INR,,,,,8 - 10 years,8 - 10 years,Some college,Male,White
04/25/2021 07:46:14,45-54,Hospitality,General Manager,Academic salary,56481,"4,671",GBP,,Canada,,Boston,8 - 10 years,8 - 10 years,High School,Male,Asian or Asian American
2021-04-17 08:15,25-34,Education (Higher Ed),Department Chair,,"90,374",N/A,USD,,United States,Oregon,Chicago,5-7 years,5-7 years,College degree,Woman,
4/28/2021 10:17:03,35-44,Banking/Finance,Branch Manager,,"90,210.00",3047,USD,net,United states,California,,2 - 4 years,2 - 4 years,Master's degree,Female,White
4/21/2021 22:13:23,25-34,Education (Higher Ed),Dean,Includes bonus,"$56,987",,USD,,Germany,,Seattle,2 - 4 years,2 - 4 years,Master's degree,man,Multiracial
2021-04-23 01:58,25-34,Engineering (Civil),Project Engineer,,97466,,AUD,,United States,New York,,2 - 4 years,2 - 4 years,PhD,Non-binary/third gender,Asian or Asian American
4/18/2021 0:01:30,18-24,Tech/Software,software engineer,,33237,0,GBP,,United States,,,1 year or less,1 year or less,Master's degree,Woman,Asian or Asian American
2021-04-18 18:54,45-54,Consulting,Consultant,Part-time equivalent," 72,476 ",$3873,USD,before tax,United States,Washington,Boston,11 - 20 years,11 - 20 years,College degree,Man,
2021-04-16 23:07,25-34,Legal,Lawyer,Government pay scale,"48,208.00",,CAD,,U.S.,Washington,,2 - 4 years,2 - 4 years,College degree,Man,
04/23/2021 17:21:17,45-54,Education (Higher Ed),Academic Advisor,Remote position,43928,,USD,,Ireland,,,1 year or less,1 year or less,Master's degree,Woman,Multiracial
4/14/2021 20:46:25,35-44,HR/People Ops,HR Director,Government pay scale,166559,,USD,,Germany,,Seattle,41 years or more,41 years or more,Master's degree,Non-binary/third gender,Another option not listed here
2021-04-26 06:40,45-54,Marketing & Advertising,Digital Marketing Specialist,,$79480,5163,AUD,,Canada,,,8 - 10 years,8 - 10 years,College degree,woman,"Hispanic, Latino, or Spanish origin"
4/26/2021 1:53:50,55-64,Hospitality,Event Coordinator,Includes bonus,5000,,USD,,,,Portland,5-7 years,5-7 years,College degree,Non-binary,
04/16/2021 00:03:58,25-34,Government & Public Administration,Policy Analyst,,"$69,172","1,638",USD,before tax,United Kingdom,,,2 - 4 years,2 - 4 years,College degree,man,Black or African American
04/20/2021 23:54:37,25-34,Nonprofit,Program Director,Includes bonus,"45,788"," 6,177 ",USD,,US,Texas,,5-7 years,5-7 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
04/25/2021 17:20:04,25-34,Banking/Finance,Loan Officer,,$160924,682,CAD,,United States,,Chicago,11 - 20 years,11 - 20 years,Master's degree,man,
04/25/2021,45-54,Engineering (Civil),Transportation Engineer,Academic salary,"$116,090"," 8,548 ",USD,,United States,Oregon,,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Female,Asian or Asian American
04/16/2021,25-34,Insurance,Insurance Agent,,62809,,USD,,USA,New York,Los Angeles,8 - 10 years,8 - 10 years,Master's degree,Female,
4/13/2021 15:07:18,18-24,Hospitality,Operations Manager,Remote position,59048,,USD,,United States,Texas,Seattle,11 - 20 years,11 - 20 years,PhD,Man,
4/25/2021 1:07:22,65 or over,Tech/Software,Frontend Developer,Contract role,123958,3128,USD,,United Kingdom,,,8 - 10 years,8 - 10 years,Master's degree,Woman,
04/22/2021 04:09:41,25-34,Hospitality,General Manager,Entry level position,"41,174",,CAD,,United States,Texas,Boston,11 - 20 years,11 - 20 years,College degree,Male,Multiracial
4/13/2021 6:42:44,45-54,Retail,Buyer,Remote position,$39903,"11,309",USD,,United Kingdom,,,2 - 4 years,2 - 4 years,College degree,Woman,
04/16/2021 02:46:32,35-44,Engineering (Civil),Structural Engineer,Commission based,"112,397.00",,USD,,USA,,Austin,11 - 20 years,11 - 20 years,Master's degree,Non-binary/third gender,Multiracial
04/15/2021,25-34,Retail,Merchandiser,,,,CAD,,,,Seattle,21 - 30 years,21 - 30 years,PhD,Female,Another option not listed here
04/23/2021 22:23:20,35-44,Real Estate,Property Manager,Entry level position,$37453," 9,963 ",USD ,gross,,,Seattle,11 - 20 years,11 - 20 years,PhD,Woman,
2021-04-14 04:39,35-44,Hospitality,Event Coordinator,Contract role,79351,0,AUD,,United States,,Denver,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Male,"Hispanic, Latino, or Spanish origin"
04/19/2021 05:06:30,25-34,Education (Higher Ed),Dean,Academic salary," 86,134 ",,USD,,Canada,,Portland,2 - 4 years,2 - 4 years,Master's degree,Woman,Multiracial
4/12/2021 17:45:14,45-54,Marketing & Advertising,Social Media Manager,Includes bonus,$140987,,USD,,India,,San Francisco,21 - 30 years,21 - 30 years,College degree,Woman,White
04/22/2021 04:41:04,35-44,Government & Public Administration,Policy Analyst,Contract role,,,CAD,,United States,,,21 - 30 years,21 - 30 years,College degree,Non-binary/third gender,Asian or Asian American
4/26/2021 0:50:30,25-34,HR/People Ops,Talent Acquisition,Government pay scale,"54,492.00","4,636",USD,before tax,India,,,2 - 4 years,2 - 4 years,Master's degree,woman,
04/27/2021,35-44,Finance,Controller,Part-time equivalent,,,usd,,Australia,,,2 - 4 years,2 - 4 years,Master's degree,woman,Another option not listed here
4/28/2021 7:28:30,25-34,Accounting,Tax Accountant,Senior level,"59,809",0.00,USD,,India,,,11 - 20 years,11 - 20 years,College degree,Woman,Another option not listed here
04/24/2021 22:28:21,45-54,Engineering,Engineering Manager,Remote position,"162,770",,USD,,Canada,,,11 - 20 years,11 - 20 years,College degree,Female,Black or African American
4/16/2021 17:00:38,25-34,Nursing,ICU Nurse,,$107715,,AUD,USD equivalent,USA,,Boston,21 - 30 years,21 - 30 years,College degree,Non-binary,Black or African American
04/21/2021,55-64,Legal,Associate Attorney,Commission based,"$101,452",2091,USD,USD equivalent,United States,Massachusetts,Seattle,2 - 4 years,2 - 4 years,Master's degree,woman,"Hispanic, Latino, or Spanish origin"
2021-04-22 09:00,18-24,Architecture,Project Architect,,"63,188.00"," 1,098 ",GBP,,U.S.,,,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,
4/22/2021 12:55:21,25-34,Education (Higher Ed),Research Scientist,Includes bonus,"52,762.00",,AUD,,United states,Texas,,8 - 10 years,8 - 10 years,College degree,Man,
04/14/2021 18:12:51,35-44,Government & Public Administration,State Employee,Part-time equivalent,"56,236",,CAD,net,United States,Texas,,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,
4/15/2021 14:09:58,35-44,Healthcare,Physician,Contract role,"100,135",,USD,,United States,Texas,,2 - 4 years,2 - 4 years,Master's degree,,Black or African American
4/20/2021 7:44:32,under 18,Engineering (Civil),Environmental Engineer,Academic salary,,,USD,,Sweden,,,11 - 20 years,11 - 20 years,College degree,man,
4/17/2021 17:22:34,25-34,Engineering,Engineering Manager,Includes bonus,"80,000",14845,INR,gross,United states,California,Austin,5-7 years,5-7 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin"
2021-04-12 15:03,25-34,Education (Higher Ed),Professor,,,,CAD,,United states,,,11 - 20 years,11 - 20 years,College degree,Non-binary/third gender,Another option not listed here
2021-04-27 10:53,25-34,Nursing,RN,,"124,781",none,USD,,United States,,Portland,11 - 20 years,11 - 20 years,College degree,woman,Black or African American
04/22/2021,25-34,Education (K-12),Middle School Teacher,Includes bonus,,,USD,,UK,,,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Female,Asian or Asian American
2021-04-18 06:22,25-34,Legal,Lawyer,Includes bonus," 94,725 "," 3,387 ",usd,,United Kingdom,,Chicago,21 - 30 years,21 - 30 years,College degree,woman,
04/19/2021 14:59:07,35-44,Tech/Software,Data Engineer,Government pay scale,,,USD,,USA,New York,Denver,8 - 10 years,8 - 10 years,Master's degree,Woman,
2021-04-27 22:18,35-44,Media & Publishing,Writer,,,,GBP,,UK,,,1 year or less,1 year or less,Master's degree,man,White
4/24/2021 14:07:34,35-44,Finance,Financial Manager,,"107,850",4332,USD,,Canada,,,21 - 30 years,21 - 30 years,Master's degree,Woman,White
2021-04-14 13:47,35-44,Engineering,Mechanical Engineer,Includes bonus,,,CAD,,Germany,,,8 - 10 years,8 - 10 years,College degree,Woman,
4/19/2021 6:52:34,25-34,Consulting,Management Consultant,Commission based,"57,486",,USD,before tax,Australia,,Denver,5-7 years,5-7 years,College degree,Woman,Black or African American
04/13/2021 04:43:10,25-34,Retail,Merchandiser,Remote position,,,USD,,US,Texas,,8 - 10 years,8 - 10 years,College degree,Non-binary/third gender,Black or African American
04/28/2021,25-34,Healthcare,Healthcare Administrator,,"164,908",,GBP,,United States,Texas,,8 - 10 years,8 - 10 years,PhD,Female,"Hispanic, Latino, or Spanish origin"
04/12/2021 18:11:34,35-44,Law,Corporate Attorney,Commission based,"322,899.00",,GBP,,United States,Washington,San Francisco,21 - 30 years,21 - 30 years,College degree,Man,White
04/23/2021,55-64,Education (Higher Ed),Postdoc,Entry level position,"71,846","27,868",USD,,Canada,,,8 - 10 years,8 - 10 years,PhD,,White
4/19/2021 3:23:40,35-44,Tech/Software,PM,,"89,789",,USD,,Ireland,,Portland,8 - 10 years,8 - 10 years,College degree,Man,
4/29/2021 8:54:25,35-44,Nonprofit,Executive Director,Part-time equivalent,71498,,AUD,,United States,Colorado,Seattle,11 - 20 years,11 - 20 years,College degree,Woman,Another option not listed here
4/18/2021 7:27:29,25-34,Marketing & Advertising,Social Media Manager,,,none,USD,,Germany,,Portland,11 - 20 years,11 - 20 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin"
04/27/2021 05:02:53,35-44,Education (Higher Ed),Academic Advisor,,"47,051.00",8546,USD,USD equivalent,United Kingdom,,,11 - 20 years,11 - 20 years,Master's degree,Man,
4/24/2021 9:35:56,65 or over,Education (Higher Ed),Academic Advisor,Contract role,"$43,349",,USD,,Germany,,Seattle,2 - 4 years,2 - 4 years,Master's degree,Man,"Hispanic, Latino, or Spanish origin"
04/21/2021 11:20:39,18-24,Legal,Paralegal,Senior level,"22,762.00",8675,AUD,,United States,Massachusetts,,8 - 10 years,8 - 10 years,"Professional degree (MD, JD, etc.)",Female,Black or African American
04/15/2021,55-64,Engineering (Civil),Environmental Engineer,Entry level position,,,USD,,Netherlands,,Austin,5-7 years,5-7 years,Master's degree,Woman,
4/15/2021 4:14:15,35-44,Consulting,Senior Consultant,Senior level,"$126,746",$3534,USD,,Canada,,,11 - 20 years,11 - 20 years,College degree,Man,
2021-04-18 10:23,25-34,Nonprofit,Program Coordinator,,,,USD,,Netherlands,,San Francisco,21 - 30 years,21 - 30 years,College degree,Woman,Another option not listed here
2021-04-18 23:22,25-34,Tech/Software,UX Designer,Part-time equivalent,"$148,051",3317,USD,,United Kingdom,,,11 - 20 years,11 - 20 years,College degree,Woman,Asian or Asian American
4/21/2021 22:30:29,25-34,Education (K-12),Middle School Teacher,,"51,345",,USD,,United States,,Austin,1 year or less,1 year or less,Master's degree,man,
04/17/2021,25-34,Banking/Finance,Credit Analyst,Part-time equivalent," 34,449 ",,CAD,,United States,Colorado,,2 - 4 years,2 - 4 years,College degree,man,
04/12/2021,55-64,Media & Publishing,Editor,,73055,22313,USD,,USA,,,8 - 10 years,8 - 10 years,PhD,Woman,Black or African American
4/25/2021 16:24:41,35-44,Marketing & Advertising,SEO Specialist,Includes bonus,64270,$1902,INR,USD equivalent,United States,Texas,,1 year or less,1 year or less,Some college,man,"Hispanic, Latino, or Spanish origin"
04/19/2021,18-24,HR/People Ops,HR Manager,,$80651,N/A,USD ,net,U.S.,Washington,Los Angeles,11 - 20 years,11 - 20 years,College degree,Woman,Black or African American
4/26/2021 0:11:07,55-64,Government & Public Administration,State Employee,Academic salary,74243,"4,595.00",EUR,,United States,Texas,New York,5-7 years,5-7 years,College degree,Non-binary,Black or African American
